Term Locale,Term Category,Term,Alias,CaseSensitive
en-US,Legal - CFR Title 18,the time the transaction is consummated,,FALSE
en-US,Legal - CFR Title 22,the whole commission,,FALSE
en-US,Legal - CFR Title 10,thermal stack damper,,FALSE
en-US,Legal - CFR Title 14,thermal/acoustic insulation,,FALSE
en-US,Legal - CFR Title 7,thin,,FALSE
en-US,Legal - CFR Title 19,third applicable one-year period,,FALSE
en-US,Legal - CFR Title 26,third phase,,FALSE
en-US,Legal - CFR Title 12,third-party servicer,,FALSE
en-US,Legal - CFR Title 26,third-tier corporation,,FALSE
en-US,Legal - CFR Title 12,this paragraph,,FALSE
en-US,Legal - CFR Title 18,THPO,,TRUE
en-US,Legal - CFR Title 7,three-way cross,,FALSE
en-US,Legal - CFR Title 12,through,,FALSE
en-US,Legal - CFR Title 7,tightly packed,,FALSE
en-US,Legal - CFR Title 5,time of acquisition,,FALSE
en-US,Legal - CFR Title 10,timer dryer,,FALSE
en-US,Legal - CFR Title 26,toll telephone service,,FALSE
en-US,Legal - CFR Title 7,top cross,,FALSE
en-US,Legal - CFR Title 26,total amount of gifts,,FALSE
en-US,Legal - CFR Title 26,total amounts,,FALSE
en-US,Legal - CFR Title 12,total assets,,FALSE
en-US,Legal - CFR Title 26,total assets,,FALSE
en-US,Legal - CFR Title 7,total assets,,FALSE
en-US,Legal - CFR Title 12,total capital,,FALSE
en-US,Legal - CFR Title 12,total consolidated assets,,FALSE
en-US,Legal - CFR Title 12,total consolidated assets of each covered financial company that are available for repayment,,FALSE
en-US,Legal - CFR Title 12,total consolidated revenues,,FALSE
en-US,Legal - CFR Title 19,total cost,,FALSE
en-US,Legal - CFR Title 26,total direct costs,,FALSE
en-US,Legal - CFR Title 26,total distributions payable,,FALSE
en-US,Legal - CFR Title 15,total federal and non-federal funds authorized by the grants officer,,FALSE
en-US,Legal - CFR Title 26,total of the axle ratings,,FALSE
en-US,Legal - CFR Title 26,total payment,,FALSE
en-US,Legal - CFR Title 26,total sales,,FALSE
en-US,Legal - CFR Title 26,total tax,,FALSE
en-US,Legal - CFR Title 27,total tax,,FALSE
en-US,Legal - CFR Title 7,total utility plant,,FALSE
en-US,Legal - CFR Title 26,tract,,FALSE
en-US,Legal - CFR Title 26,tractor,,FALSE
en-US,Legal - CFR Title 26,trade or business expenditure,,FALSE
en-US,Legal - CFR Title 26,trade or service receivable,,FALSE
en-US,Legal - CFR Title 26,trades or businesses that are under common control,,FALSE
en-US,Legal - CFR Title 12,transfer,,FALSE
en-US,Legal - CFR Title 26,transfer,,FALSE
en-US,Legal - CFR Title 19,transfer or transferred,,FALSE
en-US,Legal - CFR Title 14,transfer vehicle,,FALSE
en-US,Legal - CFR Title 26,transferee,,FALSE
en-US,Legal - CFR Title 26,transferee's agent,,FALSE
en-US,Legal - CFR Title 26,transferor,,FALSE
en-US,Legal - CFR Title 26,transferor's agent,,FALSE
en-US,Legal - CFR Title 5,transfers,,FALSE
en-US,Legal - CFR Title 12,transit or parking reimbursement arrangement,,FALSE
en-US,Legal - CFR Title 20,transitional housing,,FALSE
en-US,Legal - CFR Title 26,transportation sources,,FALSE
en-US,Legal - CFR Title 19,travel document,,FALSE
en-US,Legal - CFR Title 26,tread rubber,,FALSE
en-US,Legal - CFR Title 19,treaty vessel,,FALSE
en-US,Legal - CFR Title 25,tribal council,,FALSE
en-US,Legal - CFR Title 25,tribal organization,,FALSE
en-US,Legal - CFR Title 7,tribal organization,,FALSE
en-US,Legal - CFR Title 25,tribe,,FALSE
en-US,Legal - CFR Title 26,truck used in logging,,FALSE
en-US,Legal - CFR Title 26,trust,,FALSE
en-US,Legal - CFR Title 12,trust interest,,FALSE
en-US,Legal - CFR Title 5,trust restrictions,,FALSE
en-US,Legal - CFR Title 24,trustee,,FALSE
en-US,Legal - CFR Title 26,trustee,,FALSE
en-US,Legal - CFR Title 19,tsca chemical substance as part of a mixture,,FALSE
en-US,Legal - CFR Title 19,tsca chemical substance in bulk form,,FALSE
en-US,Legal - CFR Title 19,tsca-excluded chemicals,,FALSE
en-US,Legal - CFR Title 7,turning,,FALSE
en-US,Legal - CFR Title 26,two or more trades or businesses under common control,,FALSE
en-US,Legal - CFR Title 10,two stage control,,FALSE
en-US,Legal - CFR Title 10,type a tests,,FALSE
en-US,Legal - CFR Title 10,type b tests,,FALSE
en-US,Legal - CFR Title 10,type c tests,,FALSE
en-US,Legal - CFR Title 7,type of purchase,,FALSE
en-US,Legal - CFR Title 19,U.S.,,TRUE
en-US,Legal - CFR Title 26,u.s. asset,,FALSE
en-US,Legal - CFR Title 14,u.s. military airports,,FALSE
en-US,Legal - CFR Title 26,u.s. net equity,,FALSE
en-US,Legal - CFR Title 7,u.s. no. 1 potatoes delivered chicago,,FALSE
en-US,Legal - CFR Title 12,u.s. nonbank financial company,,FALSE
en-US,Legal - CFR Title 15,u.s. person,,FALSE
en-US,Legal - CFR Title 24,udag eligible jurisdiction,,FALSE
en-US,Legal - CFR Title 26,unaffiliated domestic corporation,,FALSE
en-US,Legal - CFR Title 26,unaffiliated domestic owner,,FALSE
en-US,Legal - CFR Title 20,unallocated claims expense,,FALSE
en-US,Legal - CFR Title 25,unannounced,,FALSE
en-US,Legal - CFR Title 15,unarmed,,FALSE
en-US,Legal - CFR Title 12,unauthorized electronic fund transfer,,FALSE
en-US,Legal - CFR Title 7,unauthorized purposes,,FALSE
en-US,Legal - CFR Title 12,unauthorized use,,FALSE
en-US,Legal - CFR Title 12,unconditional,,FALSE
en-US,Legal - CFR Title 6,under secretary,,FALSE
en-US,Legal - CFR Title 10,under the influence,,FALSE
en-US,Legal - CFR Title 27,underpayment,,FALSE
en-US,Legal - CFR Title 26,underwriter,,FALSE
en-US,Legal - CFR Title 26,undistributed capital gains,,FALSE
en-US,Legal - CFR Title 26,undistributed income,,FALSE
en-US,Legal - CFR Title 26,undue hardship,,FALSE
en-US,Legal - CFR Title 27,undue hardship,,FALSE
en-US,Legal - CFR Title 26,unemployment compensation,,FALSE
en-US,Legal - CFR Title 17,unethical or improper professional conduct,,FALSE
en-US,Legal - CFR Title 7,uniform in size,,FALSE
en-US,Legal - CFR Title 12,uninsured state branch,,FALSE
en-US,Legal - CFR Title 26,uninterrupted international air transportation,,FALSE
en-US,Legal - CFR Title 26,unit,,FALSE
en-US,Legal - CFR Title 19,united states,,FALSE
en-US,Legal - CFR Title 26,united states,,FALSE
en-US,Legal - CFR Title 5,united states,,FALSE
en-US,Legal - CFR Title 7,united states,,FALSE
en-US,Legal - CFR Title 26,united states corporation or other entity,,FALSE
en-US,Legal - CFR Title 26,united states enterprise,,FALSE
en-US,Legal - CFR Title 19,united states person,,FALSE
en-US,Legal - CFR Title 26,united states person,,FALSE
en-US,Legal - CFR Title 26,united states real property interest,,FALSE
en-US,Legal - CFR Title 26,united states risks,,FALSE
en-US,Legal - CFR Title 26,united states shareholder,,FALSE
en-US,Legal - CFR Title 26,united states tax,,FALSE
en-US,Legal - CFR Title 19,united states vessel,,FALSE
en-US,Legal - CFR Title 26,unitrust interest,,FALSE
en-US,Legal - CFR Title 18,unlisted property,,FALSE
en-US,Legal - CFR Title 7,unprocessed locally grown or locally raised agricultural products,,FALSE
en-US,Legal - CFR Title 26,unrelated person,,FALSE
en-US,Legal - CFR Title 24,unsheltered homeless people,,FALSE
en-US,Legal - CFR Title 15,unused allocation,,FALSE
en-US,Legal - CFR Title 26,unused foreign tax,,FALSE
en-US,Legal - CFR Title 10,unusual and compelling state or local energy interests,,FALSE
en-US,Legal - CFR Title 10,unusual and compelling state or local energy interests or water interests,,FALSE
en-US,Legal - CFR Title 12,unusual circumstances,,FALSE
en-US,Legal - CFR Title 17,unusual circumstances,,FALSE
en-US,Legal - CFR Title 20,unusual circumstances,,FALSE
en-US,Legal - CFR Title 21,unusual circumstances,,FALSE
en-US,Legal - CFR Title 22,unusual circumstances,,FALSE
en-US,Legal - CFR Title 5,unusual circumstances,,FALSE
en-US,Legal - CFR Title 5,unusual or exceptional circumstances,,FALSE
en-US,Legal - CFR Title 19,USA/1600/84,,TRUE
en-US,Legal - CFR Title 7,usable piece,,FALSE
en-US,Legal - CFR Title 15,use,,FALSE
en-US,Legal - CFR Title 19,used,,FALSE
en-US,Legal - CFR Title 26,used property,,FALSE
en-US,Legal - CFR Title 26,used section 38 property,,FALSE
en-US,Legal - CFR Title 26,useful life,,FALSE
en-US,Legal - CFR Title 15,user and consumer segment,,FALSE
en-US,Legal - CFR Title 5,userra appeal,,FALSE
en-US,Legal - CFR Title 12,valuation,,FALSE
en-US,Legal - CFR Title 12,valuation,,FALSE
en-US,Legal - CFR Title 12,valuation management functions,,FALSE
en-US,Legal - CFR Title 12,value,,FALSE
en-US,Legal - CFR Title 19,value,,FALSE
en-US,Legal - CFR Title 26,value,,FALSE
en-US,Legal - CFR Title 19,value of materials originating in the united states or canada or both,,FALSE
en-US,Legal - CFR Title 19,value of the goods when exported to the united states,,FALSE
en-US,Legal - CFR Title 26,value of the section 126 improvement,,FALSE
en-US,Legal - CFR Title 10,vaporizing-type oil burner,,FALSE
en-US,Legal - CFR Title 7,variety,,FALSE
en-US,Legal - CFR Title 7,vegetable seeds,,FALSE
en-US,Legal - CFR Title 26,vehicle,,FALSE
en-US,Legal - CFR Title 12,vehicle loan,,FALSE
en-US,Legal - CFR Title 10,vent limiter,,FALSE
en-US,Legal - CFR Title 10,vent pipe,,FALSE
en-US,Legal - CFR Title 10,vent/air intake terminal,,FALSE
en-US,Legal - CFR Title 10,ventless clothes dryer,,FALSE
en-US,Legal - CFR Title 5,veoa appeal,,FALSE
en-US,Legal - CFR Title 10,vessel,,FALSE
en-US,Legal - CFR Title 20,vessel,,FALSE
en-US,Legal - CFR Title 18,VNG,,TRUE
en-US,Legal - CFR Title 26,voluntary employee contributions,,FALSE
en-US,Legal - CFR Title 18,voluntary expansion,,FALSE
en-US,Legal - CFR Title 12,voting capital,,FALSE
en-US,Legal - CFR Title 18,voting security,,FALSE
en-US,Legal - CFR Title 26,voyage,,FALSE
en-US,Legal - CFR Title 26,wager,,FALSE
en-US,Legal - CFR Title 26,wages,,FALSE
en-US,Legal - CFR Title 5,wages,,FALSE
en-US,Legal - CFR Title 12,walkaway clause,,FALSE
en-US,Legal - CFR Title 10,waste,,FALSE
en-US,Legal - CFR Title 26,weatherstripping,,FALSE
en-US,Legal - CFR Title 11,web log,,FALSE
en-US,Legal - CFR Title 26,weighted average exchange rate,,FALSE
en-US,Legal - CFR Title 12,well capitalized,,FALSE
en-US,Legal - CFR Title 7,well colored,,FALSE
en-US,Legal - CFR Title 7,well filled,,FALSE
en-US,Legal - CFR Title 7,well formed,,FALSE
en-US,Legal - CFR Title 12,well managed,,FALSE
en-US,Legal - CFR Title 12,well secured,,FALSE
en-US,Legal - CFR Title 12,well-defined,,FALSE
en-US,Legal - CFR Title 17,whistleblowers,,FALSE
en-US,Legal - CFR Title 26,wholesale distributor,,FALSE
en-US,Legal - CFR Title 27,wholesale distributor,,FALSE
en-US,Legal - CFR Title 26,wholesale distributors,,FALSE
en-US,Legal - CFR Title 19,wholly assembled in haiti,,FALSE
en-US,Legal - CFR Title 12,wholly controls,,FALSE
en-US,Legal - CFR Title 19,wholly formed,,FALSE
en-US,Legal - CFR Title 19,wholly formed and finished,,FALSE
en-US,Legal - CFR Title 19,wholly formed or finished,,FALSE
en-US,Legal - CFR Title 26,win employee,,FALSE
en-US,Legal - CFR Title 26,wind energy property,,FALSE
en-US,Legal - CFR Title 13,wind-up plan,,FALSE
en-US,Legal - CFR Title 10,wine chiller,,FALSE
en-US,Legal - CFR Title 10,wine chiller compartment,,FALSE
en-US,Legal - CFR Title 10,without authorization,,FALSE
en-US,Legal - CFR Title 12,without recourse,,FALSE
en-US,Legal - CFR Title 7,without regard to any management,,FALSE
en-US,Legal - CFR Title 19,wool product,,FALSE
en-US,Legal - CFR Title 26,work of art,,FALSE
en-US,Legal - CFR Title 26,working condition fringe,,FALSE
en-US,Legal - CFR Title 20,working day,,FALSE
en-US,Legal - CFR Title 12,workout loan,,FALSE
en-US,Legal - CFR Title 26,wrap-around mortgage,,FALSE
en-US,Legal - CFR Title 19,WTO,,TRUE
en-US,Legal - CFR Title 19,wto agreement,,FALSE
en-US,Legal - CFR Title 19,year,,FALSE
en-US,Legal - CFR Title 26,year,,FALSE
en-US,Legal - CFR Title 24,year-end data,,FALSE
en-US,Legal - CFR Title 7,yield grade lamb carcass reporting,,FALSE
en-US,Legal - CFR Title 15,your,,FALSE
en-US,Legal - CFR Title 20,youth in foster care,,FALSE
en-US,Legal - CFR Title 14,zero point,,FALSE
